code,city,country,name,latitude,longitude
CIX,Chiclayo,Peru,Capt Jose A Quinones Gonzales Intl,-6.787475,-79.828097
CBN,Cirebon,Indonesia,Penggung,-6.756144,108.539672
CHY,Choiseul Bay,Solomon Islands,Choiseul Bay Airport,-6.711944,156.396111
SXX,Sao Felix de Xingu,Brazil,Sao Felix do Xingu Airport,-6.641389,-51.952222
ERN,Eirunepe,Brazil,Amaury Feitosa Tomaz Airport,-6.639444,-69.879722
KGN,Kasongo Lunda,Zaire,Kasongo Lunda,-6.583333,16.816668
LAE,Lae,Papua New Guinea,Nadzab,-6.569828,146.726242
TPP,Tarapoto,Peru,Cadete Guillermo Del Castillo Paredes,-6.508742,-76.373247
TSH,Tshikapa,Zaire,Tshikapa Airport,-6.43833,20.7947
PCB,Pondok Cabe,Indonesia,Pondok Cabe,-6.336964,106.764561
GMI,Gasmata Island,Papua New Guinea,Gasmata Island Airport,-6.27111,150.331
SSY,M'banza Congo,Angola,Mbanza Congo,-6.269897,14.247025
HLP,Jakarta,Indonesia,Halim Perdanakusuma International Airport,-6.26661,106.891
ZNZ,Zanzibar Island,Tanzania,Zanzibar,-6.222025,39.224886
CHH,Chachapoyas,Peru,Chachapoyas,-6.201806,-77.856064
KDR,Kandrian,Papua New Guinea,Kandrian Airport,-6.183,149.533
DOD,Dodoma,Tanzania,Dodoma,-6.170436,35.752578
MDU,Mendi,Papua New Guinea,Mendi Airport,-6.14774,143.657
SZA,Soyo,Angola,Soyo,-6.141086,12.371764
UNG,Kiunga,Papua New Guinea,Kiunga Airport,-6.12571,141.282
CGK,Jakarta,Indonesia,Soekarno Hatta Intl,-6.125567,106.655897
MJM,Mbuji-Mayi,Zaire,Mbuji Mayi,-6.121236,23.569008
CKS,Carajas,Brazil,Carajas Airport,-6.11781,-50.0035
GKA,Goroka,Papua New Guinea,Goroka,-6.081689,145.391881
CMU,Chimbu/Kundiawa,Papua New Guinea,Chimbu Airport,-6.02429,144.971
MNB,Moanda,Zaire,Muanda,-5.930858,12.351789
NAT,Natal,Brazil,Augusto Severo,-5.911417,-35.247717
KGA,Kananga,Zaire,Kananga,-5.900055,22.469166
YMS,Yurimaguas,Peru,Moises Benzaquen Rengifo,-5.893772,-76.118211
FMI,Kalemie,Zaire,Kalemie,-5.875556,29.25
BOA,Boma,Zaire,Boma Airport,-5.854,13.064
TIZ,Tari,Papua New Guinea,Tari Airport,-5.845,142.948
HGU,Mt. Hagen,Papua New Guinea,Mount Hagen,-5.826789,144.295861
MNX,Manicore,Brazil,Manicore,-5.811381,-61.278319
AIE,Aiome,Papua New Guinea,Aiome,-5.8,144.44
MAT,Matadi,Zaire,Tshimpi Airport,-5.79961,13.4404
DES,Desroches,Seychelles,Desroches,-5.696697,53.655844
LUV,Langgur/Tual,Indonesia,Dumatubun Airport,-5.661619,132.731431
JAQ,Jacquinot Bay,Papua New Guinea,Jacquinot Bay Airport,-5.6525,151.507
WBM,Wapenamanda,Papua New Guinea,Wapenamanda Airport,-5.6433,143.895
CAB,Cabinda,Angola,Cabinda,-5.596992,12.188353
IMP,Imperatriz,Brazil,Prefeito Renato Moreira,-5.531292,-47.46005
HKN,Hoskins,Papua New Guinea,Kimbe Airport,-5.46217,150.405
BUA,Buka Island,Papua New Guinea,Buka Airport,-5.42232,154.673
MAB,Maraba,Brazil,Maraba,-5.368589,-49.138025
TBG,Tabubil,Papua New Guinea,Tabubil Airport,-5.27861,141.226
PMA,Pemba Island,Tanzania,Pemba,-5.257264,39.811417
TKG,Bandar Lampung,Indonesia,Radin Inten II (Branti) Airport,-5.242339,105.178939
MAG,Madang,Papua New Guinea,Madang,-5.207083,145.7887
PIU,Piura,Peru,Capitan Fap Guillermo Concha Iberico,-5.20575,-80.616444
MVF,Mossoro,Brazil,Dix Sept Rosado Airport,-5.20192,-37.3643
NVP,Novo Aripuana,Brazil,Novo Aripuana Airport,-5.121389,-60.380556
TFM,Telefomin,Papua New Guinea,Telefomin Airport,-5.117,141.633
TGT,Tanga,Tanzania,Tanga,-5.092358,39.071158
TBO,Tabora,Tanzania,Tabora Airport,-5.07639,32.8333
UPG,Ujung Pandang,Indonesia,Hasanuddin,-5.061631,119.554042
THE,Teresina,Brazil,Senador Petronio Portella,-5.059942,-42.823478
KKW,Kikwit,Zaire,Kikwit,-5.035767,18.785631
TKQ,Kigoma,Tanzania,Kigoma Airport,-4.883,29.633
CAF,Carauari,Brazil,Carauari Airport,-4.871389,-66.8975
PNR,Pointe Noire,Congo,Pointe Noire,-4.816028,11.886597
SEZ,Mahe,Seychelles,Seychelles Intl,-4.674342,55.521839
TYL,Talara,Peru,Capitan Montes,-4.576639,-81.254139
NDA,Bandanaira,Indonesia,Bandanaira Airport,-4.53333,129.9
TIM,Timika (Timuka)/Tembagapura,Indonesia,Moses Kilangin,-4.528275,136.887375
RBB,Borba,Brazil,Borba Airport,-4.387778,-59.593889
FIH,Kinshasa,Zaire,Ndjili Intl,-4.38575,15.444569
RAB,Rabaul,Papua New Guinea,Tokua Airport,-4.34046,152.38
PFR,Ilebo,Zaire,Ilebo Airport,-4.333,20.583
NLO,Kinshasa,Zaire,Ndolo,-4.326689,15.327342
PRI,Praslin Island,Seychelles,Praslin,-4.319292,55.691417
TBT,Tabatinga,Brazil,Tabatinga,-4.255669,-69.935828
BZV,Brazzaville,Congo,Maya Maya,-4.2517,15.253031
ITB,Itaituba,Brazil,Cachimbo,-4.2446,-56.00384
DIS,Dolisie,Congo,Loubomo Airport,-4.2,12.7
LET,Leticia,Colombia,Alfredo Vasquez Cobo,-4.193549,-69.943163
PUM,Pomalaa,Indonesia,Pomalaa,-4.183333,121.61667
AUJ,Ambunti,Papua New Guinea,Ambunti,-4.15,142.51
WMX,Wamena,Indonesia,Wamena,-4.102511,138.957372
CIZ,Coari,Brazil,Coari Airport,-4.085,-63.140833
KDI,Kendari,Indonesia,Wolter Monginsidi,-4.081608,122.418231
MBA,Mombasa,Kenya,Mombasa Moi Intl,-4.034833,39.59425
SIM,Simbai,Papua New Guinea,Simbai,-4,144
LOH,Loja,Ecuador,Camilo Ponce Enriquez Airport,-3.99589,-79.3719
BMQ,Bamburi,Kenya,Bamburi,-3.982688889,39.73089722
LHC,Caballococha,Peru,Caballococha Airport,-3.916858,-70.508225
BKS,Bengkulu,Indonesia,Fatmawati Soekarno,-3.8637,102.339036
FEN,Fernando de Noronha,Brazil,Fernando De Noronha,-3.854928,-32.423336
TUR,Tucurui,Brazil,Tucurui,-3.786008,-49.720267
IQT,Iquitos,Peru,Coronel Francisco Secada Vignetta Intl,-3.784739,-73.308806
FOR,Fortaleza,Brazil,Pinto Martins Intl,-3.776283,-38.532556
BDI,Bird Island,Seychelles,Bird Island Airport,-3.721389,55.208611
AMQ,Ambon,Indonesia,Pattimura,-3.710264,128.089136
UKU,Nuku,Papua New Guinea,Nuku Airport,-3.667,142.483
SHY,Shinyanga,Tanzania,Shinyanga Airport,-3.667,33.417
KNG,Kaimana,Indonesia,Kaimana,-3.644517,133.695553
WWK,Wewak,Papua New Guinea,Wewak Intl,-3.583828,143.669186
BUI,Bokondini,Indonesia,Bokondini Airport,-3.58365,138.533
TBP,Tumbes,Peru,Pedro Canga,-3.552528,-80.381356
BDJ,Banjarmarsin,Indonesia,Syamsudin Noor,-3.442356,114.762553
SEH,Senggeh,Indonesia,Senggeh Airport,-3.43333,140.817
JRO,Kilimanjaro,Tanzania,Kilimanjaro Intl,-3.429406,37.074461
LJA,Lodja,Zaire,Lodja Airport,-3.417,23.45
MYB,Mayoumba,Gabon,Mayumba Airport,-3.416667,10.65
TTR,Tanatoraja,Indonesia,Tana Toraja Airport,-3.416667,119.916664
MBZ,Maves,Brazil,Maues Airport,-3.383611,-57.718611
TFF,Tefe,Brazil,Tefe,-3.382944,-64.724056
LKY,Lake Manyara,Tanzania,Lake Manyara,-3.376306,35.818278
NBX,Nabire,Indonesia,Nabire,-3.368183,135.496406
ARK,Arusha,Tanzania,Arusha,-3.367794,36.633333
BJM,Bujumbura,Burundi,Bujumbura Intl,-3.324019,29.318519
FDU,Bandundu,Zaire,Bandundu,-3.311319,17.381683
KBU,Kotabaru,Indonesia,Stagen Airport,-3.29472,116.165
PDO,Pendopo,Indonesia,Pendopo Airport,-3.286069,103.8796
MCH,Machala,Ecuador,General Manuel Serrano,-3.268903,-79.961572
ATM,Altamira,Brazil,Altamira,-3.253906,-52.253978
MYD,Malindi,Kenya,Malindi Airport,-3.22931,40.1017
WAR,Waris,Indonesia,Waris Airport,-3.22243,140.9790039
ATP,Aitape,Papua New Guinea,Tadji Airport,-3.18985,142.43
PLL,Palmia,Mexico,Ponta Pelada Airport,-3.14604,-59.9863
LNV,Londolovit,Papua New Guinea,Londolovit Airport,-3.04361,152.629
MAO,Manaus,Brazil,Eduardo Gomes Intl,-3.038611,-60.049721
FKQ,Fakfak (Fak Fak),Indonesia,Fak Fak,-2.920192,132.267031
KND,Kindu,Zaire,Kindu,-2.919178,25.915361
ILU,Kilaguni,Tanzania,Kilaguni,-2.9,38.073889
PLM,Palembang,Indonesia,Sultan Mahmud Badaruddin Ii,-2.89825,104.699903
CUE,Cuenca,Ecuador,Mariscal Lamar,-2.889467,-78.984397
TCD,Tarapaca,Colombia,Tarapacá Airport,-2.867,-69.733
TCH,Tchibanga,Gabon,Tchibanga Airport,-2.85,11.017
CIS,Canton Island,Kiribati,Canton,-2.768122,-171.710394
TJQ,Tanjung Pandan,Indonesia,H As Hanandjoeddin,-2.745722,107.754917
NIO,Nioki,Zaire,Nioki Airport,-2.7175,17.6847
GAX,Gamba,Gabon,Gamba,-2.71016,9.96062
PKN,Pangkalanbuun,Indonesia,Iskandar,-2.705197,111.673208
VAI,Vanimo,Papua New Guinea,Vanimo Airport,-2.69717,141.302
ASV,Amboseli,Kenya,Amboseli Airport,-2.64505,37.2531
AIS,Arorae Island,Kiribati,Arorae Island Airport,-2.633333,179.816667
PIN,Parintins,Brazil,Julio Belem Airport,-2.627778,-56.735833
SLZ,Sao Luis,Brazil,Marechal Cunha Machado Intl,-2.585361,-44.234139
MJU,Mamuju,Indonesia,Tampa Padang,-2.583333,119.033333
KVG,Kavieng,Papua New Guinea,Kavieng Airport,-2.5794,150.808
DJJ,Djayapura (Jayapura),Indonesia,Sentani,-2.576953,140.516372
BXB,Babo,Indonesia,Babo,-2.532242,133.438894
TMN,Tamana,Kiribati,Tamana Airport,-2.5,175.983333
SMQ,Sampit,Indonesia,Sampit(Hasan) Airport,-2.499194,112.974992
KME,Kamembe,Rwanda,Kamembe,-2.462242,28.90795
SEU,Seronera,Tanzania,Seronera,-2.458056,34.8225
MWZ,Mwanza,Tanzania,Mwanza,-2.444486,32.932667
STM,Santarem,Brazil,Santarem,-2.422431,-54.792789
BKY,Bukavu,Zaire,Bukavu Kavumu,-2.308978,28.808803
XMS,Macas,Ecuador,Coronel E Carvajal,-2.299167,-78.12075
LAU,Lamu,Kenya,Lamu Manda,-2.252417,40.913097
PKY,Palangkaraya,Indonesia,Tjilik Riwut,-2.225128,113.942661
TJG,Tanjung,Indonesia,Warukin Airport,-2.21656,115.436
SNC,Salinas,Ecuador,General Ulpiano Paez,-2.204994,-80.988878
PGK,Pangkalpinang,Indonesia,Depati Amir,-2.1622,106.139064
GYE,Guayaquil,Ecuador,Jose Joaquin De Olmedo Intl,-2.157419,-79.883558
MAS,Manus Island,Papua New Guinea,Momote Airport,-2.06189,147.424
PTZ,Pastaza,Ecuador,Shell Mera,-2,-77
KGL,Kigali,Rwanda,Kigali Intl,-1.968628,30.13945
KWY,Kiwayu,Kenya,Kiwayu (Mkononi) Airport,-1.96056,41.2975
INO,Inongo,Zaire,Inongo Airport,-1.94722,18.2858
MJL,Mouila,Gabon,Mouilla Ville Airport,-1.84514,11.0567
KTG,Ketapang,Indonesia,Rahadi Usman,-1.816639,109.963483
ORX,Oriximina,Brazil,Oriximina Airport,-1.714167,-55.836111
BVS,Breves,Brazil,Breves Airport,-1.681944,-50.48
GYI,Gisenyi,Rwanda,Gisenyi,-1.677203,29.258875
GOM,Goma,Zaire,Goma,-1.670814,29.238464
MVB,Franceville,Gabon,Mvengue,-1.656156,13.438036
DJB,Jambi,Indonesia,Sultan Thaha,-1.638017,103.644378
OMB,Omboue,Gabon,Omboue Hopital,-1.574733,9.262694
HOA,Hola,Kenya,Hola,-1.52,40.00389
TMT,Porto Trombetas,Brazil,Trombetas,-1.4896,-56.396803
MUZ,Musoma,Tanzania,Musoma Airport,-1.483,33.8
KRZ,Kiri,Zaire,Basango Mboliasa Airport,-1.435,19.024
PSJ,Poso,Indonesia,Kasiguncu,-1.416753,120.657669
MRE,Mara Lodges,Kenya,Mara Serena Airport,-1.406111,35.008056
BEL,Belem,Brazil,Val De Cans Intl,-1.37925,-48.476292
NIG,Nikunau,Kiribati,Nikunau Airport,-1.35,176.45
TSU,Tabiteuea South,Kiribati,Tabiteuea South Airport,-1.35,174.8
LPD,La Pedrera,Colombia,La Pedrera Airport,-1.33,-69.58
WIL,Nairobi,Kenya,Nairobi Wilson,-1.321719,36.814833
NBO,Nairobi,Kenya,Jomo Kenyatta International,-1.319167,36.9275
BKZ,Bukoba,Tanzania,Bukoba Airport,-1.3,31.8
BPN,Balikpapan,Indonesia,Sepinggan,-1.268272,116.894478
BEZ,Beru,Kiribati,Beru Island Airport,-1.254722,176.007222
TBF,Tabiteuea North,Kiribati,Tabiteuea North,-1.224469,174.775614
ATF,Ambato,Ecuador,Chachoan,-1.212067,-78.574636
BIK,Biak,Indonesia,Frans Kaisiepo,-1.190017,136.107997
KOU,Koulamoutou,Gabon,Koulamoutou Airport,-1.18461,12.4413
PVO,Portoviejo,Ecuador,Reales Tamarindos,-1.041647,-80.472206
LUW,Luwuk,Indonesia,Bubung,-1.038919,122.771906
BAZ,Barcelos,Brazil,Barcelos Airport,-0.975,-62.923889
MEC,Manta,Ecuador,Eloy Alfaro Intl,-0.946078,-80.678808
SOQ,Sorong,Indonesia,Jefman,-0.926358,131.121194
PLW,Palu,Indonesia,Mutiara,-0.918542,119.909642
SCY,San Francisco,Peru,San Cristóbal Airport,-0.910206,-89.61745
MKW,Manokwari,Indonesia,Rendani,-0.891833,134.049183
PDG,Padang,Indonesia,Minangkabau,-0.874989,100.351881
TPN,Tiputini,Ecuador,Tiputini,-0.766667,-75.53333
LCR,La Chorrera,Colombia,La Chorrera Airport,-0.733333,-73.016667
SFK,Satipo,Peru,Soure Airport,-0.716944,-48.522778
POG,Port Gentil,Gabon,Port Gentil,-0.711739,8.754383
LBQ,Lambarene,Gabon,Lambarene,-0.704389,10.245722
GAN,Gan Island,Maldives,Gan Island Airport,-0.693342,73.1556
OKN,Okondja,Gabon,Okondja,-0.665214,13.673133
NON,Nonouti,Kiribati,Nonouti Airport,-0.616667,174.366667
ACR,Araracuara,Colombia,Araracuara Airport,-0.58,-72.41
INU,Nauru,Nauru,Nauru Intl,-0.547458,166.9191
FTX,Fort Rousset,Congo,Owando,-0.53135,15.950094
SRI,Samarinda,Indonesia,Temindung,-0.484531,117.157111
SIQ,Singkep,Indonesia,Dabo,-0.479189,104.579283
GAS,Garissa,Kenya,Garissa,-0.468611,39.649444
OCC,Coca,Ecuador,Francisco De Orellana,-0.462886,-76.986842
GPS,Galapagos Islands,Ecuador,Seymour,-0.453758,-90.265914
KEY,Kericho,Kenya,Kericho,-0.385,35.245
KMU,Kismayu,Somalia,Kisimayu,-0.377353,42.459233
RGT,Rengat,Indonesia,Japura,-0.352808,102.334917
NYE,Nyeri,Kenya,NYERI,-0.34,36.91
LQM,Puerto Leguizam,Colombia,Caucaya Airport,-0.18,-74.77
PNK,Pontianak,Indonesia,Supadio,-0.150711,109.403892
SJL,Sao Gabriel,Brazil,Sao Gabriel da Cachoeira Airport,-0.148056,-66.9858
UIO,Quito,Ecuador,Mariscal Sucre Intl,-0.141144,-78.488214
TPC,Tarapoa,Ecuador,Tarapoa,-0.122956,-76.33775
KIS,Kisumu,Kenya,Kisumu,-0.086139,34.728892
NYK,Nanyuki,Kenya,Nanyuki Civil Airport,-0.067,37.033
MDK,Mbandaka,Zaire,Mbandaka,0.0226,18.288744
EBB,Kampala (Entebbe),Uganda,Entebbe Intl,0.042386,32.443503
MCP,Macapa,Brazil,Macapa,0.050664,-51.072178
SQG,Sintang,Indonesia,Susilo Airport,0.063619,111.473428
LGQ,Lago Agrio,Ecuador,Nueva Loja Airport,0.093056,-76.8675
AAK,Aranuka,Kiribati,Aranuka Airport,0.185278,173.636389
KRV,Kerio Valley,Kenya,Kerio Valley,0.1912,35.3954
KUC,Kuria,Kiribati,Kuria Airport,0.228611,173.410556
TMS,Sao Tome,Sao Tome & Principe,Sao Tome Intl,0.378175,6.712153
EDL,Eldoret,Kenya,Eldoret Intl,0.404458,35.238928
LBV,Libreville,Gabon,Leon M Ba,0.4586,9.412283
PKU,Pekanbaru,Indonesia,Sultan Syarif Kasim Ii,0.460786,101.444539
AEA,Abemama Atoll,Kiribati,Abemama Atoll Airport,0.490833,173.828611
PUU,Puerto Asis,Colombia,Tres De Mayo,0.505228,-76.500836
FKI,Kisangani,Zaire,Kisangani Simisini,0.5175,25.155014
UAS,Samburu,Kenya,Samburu South Airport,0.530583,37.5342
MKU,Makokou,Gabon,Makokou,0.579211,12.890908
LPU,Long Apung,Indonesia,Long Apung Airport,0.583,115.6
GTO,Gorontalo,Indonesia,Jalaluddin,0.637119,122.849858
DTD,Datadawai,Indonesia,Datadawai Airport,0.717,116.483
TUA,Tulcan,Ecuador,Teniente Coronel Luis A Mantilla,0.809506,-77.708056
TTE,Ternate,Indonesia,Sultan Babullah,0.831414,127.381486
PSU,Putussibau,Indonesia,Pangsuma Airport,0.835578,112.937144
IPI,Ipiales,Colombia,San Luis,0.861925,-77.671764
TNJ,Tanjung Pinang,Indonesia,Kijang,0.922683,104.532311
MNK,Maiana,Kiribati,Maiana Airport,0.933333,173
KTL,Kitale,Kenya,Kitale,0.971989,34.958556
ESM,Esmeraldas,Ecuador,General Rivadeneira Airport,0.978519,-79.6266
VGZ,Villagarzon,Colombia,Villa Garzon Airport,0.978889,-76.605556
BTH,Batam,Indonesia,Hang Nadim,1.121028,104.118753
GNS,Gunungsitoli,Indonesia,Binaka,1.166381,97.704681
BSU,Basankusu,Zaire,Basankusu Airport,1.22472,19.7889
MVP,Mitu,Colombia,Fabio Alberto Leon Bentley,1.253664,-70.233878
SIN,Singapore,Singapore,Changi Intl,1.350189,103.994433
QPG,Singapore,Singapore,Paya Lebar,1.360417,103.90953
TRW,Tarawa,Kiribati,Bonriki Intl,1.381636,173.147036
PSO,Pasto,Colombia,Antonio Narino,1.396247,-77.291478
XSP,Singapore,Singapore,Seletar,1.41695,103.867653
KCH,Kuching,Malaysia,Kuching Intl,1.484697,110.346933
OYE,Oyem,Gabon,Oyem,1.543108,11.581361
MDC,Manado,Indonesia,Sam Ratulangi,1.549447,124.925878
BUX,Bunia,Zaire,Bunia,1.565719,30.220833
FLA,Florencia,Colombia,Gustavo Artunduaga Paredes,1.589189,-75.564372
DUM,Dumai,Indonesia,Pinang Kampai,1.609194,101.433558
OUE,Ouesso,Congo,Ouesso,1.615994,16.037917
JHB,Johor Bahru,Malaysia,Sultan Ismail,1.641308,103.669619
PCP,Principe,Sao Tome & Principe,Principe,1.662936,7.411742
SRT,Soroti,Uganda,Soroti,1.727578,33.622861
WJR,Wajir,Kenya,Wajir,1.733239,40.091606
ABF,Abaiang,Kiribati,Abaiang Atoll Airport,1.8,173.04
TCO,Tumaco,Colombia,La Florida,1.814417,-78.749228
BSG,Bata,Equatorial Guinea,Bata,1.905469,9.805681
CXI,Christmas Island (Kiritimati),Kiribati,Cassidy Intl,1.986161,-157.349778
MGQ,Mogadishu (Mogadiscio),Somalia,Aden Adde International Airport,2.01444,45.3047
OTI,Morotai Island,Indonesia,Pitu,2.045992,128.324708
MZK,Marakei,Kiribati,Marakei Airport,2.050278,173.266667
BMM,Bitam,Gabon,Bitam,2.075639,11.493195
SVI,San Vicente del Caguan,Colombia,Eduardo Falla Solano,2.152175,-74.76635
BEJ,Berau,Indonesia,Barau(Kalimaru) Airport,2.155497,117.432256
LIQ,Lisala,Zaire,Lisala,2.170658,21.496906
TGC,Trenton,USA,Tanjung Manis Airport,2.17784,111.202
LMC,Lawrence,USA,La Macarena,2.179167,-73.7875
SBW,Sibu,Malaysia,Sibu,2.261603,111.985322
MKZ,Malacca (Melaka),Malaysia,Malacca,2.263361,102.251553
PAF,Pakuba,Uganda,Pakuba Airport,2.3275,31.5
PPN,Popayan,Colombia,Guillermo Leon Valencia,2.4544,-76.609319
GPI,Guapi,Colombia,Juan Casiano,2.570133,-77.8986
SJE,San Jose del Guaviaro,Colombia,Jorge E Gonzalez Torres,2.579694,-72.639358
BLG,Belaga,Malaysia,Belaga Airport,2.65,113.767
KUL,Kuala Lumpur,Malaysia,Kuala Lumpur Intl,2.745578,101.709917
ULU,Gulu,Uganda,Gulu Airport,2.805556,32.271792
TOD,Tioman,Malaysia,Pulau Tioman,2.818183,104.160019
IRP,Isiro,Zaire,Matari,2.827606,27.588253
TJS,Tanjung Selor,Indonesia,Tanjung Harapan Airport,2.83641,117.374
BVB,Boa Vista,Brazil,Boa Vista,2.846311,-60.690069
MKM,Mukah,Malaysia,Mukah Airport,2.90639,112.08
NVA,Neiva,Colombia,Benito Salas,2.95015,-75.294
RUA,Arua,Uganda,Arua Airport,3.05,30.917
BBG,Butaritari,Kiribati,Butaritari Atoll Airport,3.086521,172.811465
LOK,Lodwar,Kenya,Lodwar,3.121967,35.608692
BTU,Bintulu,Malaysia,Bintulu,3.12385,113.020472
GMA,Gemana,Zaire,Gemena,3.235369,19.771258
MSI,Masalembo,Indonesia,Sun Island Airport,3.295,72.4814
TRK,Tarakan,Indonesia,Juwata,3.326694,117.565569
MWK,Matak,Indonesia,Matak Airport,3.348119,106.25805
LTM,Lethem,Guyana,Lethem,3.372761,-59.789439
MTK,Makin,Kiribati,Makin Airport,3.383333,173
LGL,Long Lellang,Malaysia,Long Lellang Airport,3.421,115.154
OYL,Moyale,Kenya,Moyale Airport,3.465,39.105
KLK,Kalokol,Kenya,Kalokol,3.49,35.84
CLO,Cali,Colombia,Alfonso Bonilla Aragon Intl,3.543222,-76.381583
MES,Medan,Indonesia,Polonia,3.558056,98.671722
XAU,Saul,French Guyana,Saul Airport,3.61361,-53.2042
OYG,Moyo,Uganda,Moyo Airport,3.633,31.75
MPY,Maripasoula,Suriname,Maripasoula Airport,3.6575,-54.037222
NAH,Naha,Indonesia,Naha,3.683214,125.528019
NSI,Yaounde,Cameroon,Yaounde Nsimalen,3.722556,11.553269
BBN,Bario,Malaysia,Bario Airport,3.73389,115.479
SSG,Malabo,Equatorial Guinea,Malabo,3.755267,8.708717
KUA,Kuantan,Malaysia,Kuantan,3.775389,103.209056
BUN,Buenaventura,Colombia,Gerardo Tobar Lopez,3.819628,-76.989767
YAO,Yaounde,Cameroon,Yaounde Ville,3.836039,11.523461
PDA,Puerto Inirida,Colombia,Obando Airport,3.85,-67.91
LBW,Longbawan,Indonesia,Long Bawan Airport,3.867,115.683
AAJ,Awaradam,Suriname,Cayana Airstrip,3.898611,-55.577778
NTX,Natuna Ranai,Indonesia,Ranai Airport,3.908714,108.387897
NAI,Annai,Guyana,Annai Airport,3.95,-59.133333
ODN,Long Seridan,Malaysia,Long Seridan Airport,3.967,115.05
BKM,Bakalalan,Malaysia,Bakalalan Airport,3.974,115.618
DLA,Douala,Cameroon,Douala,4.006081,9.719481
DOE,Djoemoe,Suriname,Djoemoe Airstrip,4.016667,-55.483333
MZV,Mulu,Malaysia,Mulu,4.048333,114.805
ULQ,Tulua,Colombia,Farfan,4.088358,-76.235133
TKC,Tiko,Cameroon,Tiko,4.089192,9.360528
DRJ,Drietabbetje,Suriname,Drietabbetje Airstrip,4.11667,-54.66667
NNX,Nunukan,Indonesia,Nunukan Airport,4.13653,117.667
VVC,Villavicencio,Colombia,Vanguardia,4.167875,-73.613761
MUR,Marudi,Malaysia,Marudi,4.1775,114.321944
MLE,Male,Maldives,Male Intl,4.191833,73.529128
BBT,Berberati,Central African Republic,Berberati,4.221583,15.786369
BTO,Botopasie,Suriname,Botopassi Airstrip,4.233333,-55.45
PKG,Pangkor Island,Malaysia,Pulau Pangkor Airport,4.24472,100.553
BDT,Gbadolite,Zaire,Gbadolite,4.253206,20.975283
TWU,Tawau,Malaysia,Tawau,4.313369,118.121953
MYY,Miri,Malaysia,Miri,4.322014,113.986806
SMZ,Stoelmanseiland,Suriname,Stoelmans Eiland Airstrip,4.35,-54.41667
LDO,Ladouanie,Suriname,Laduani Airstrip,4.3754,-55.4075
CPA,Cape Palmas,Liberia,Cape Palmas Airport,4.37902,-7.69695
BGF,Bangui,Central African Republic,Bangui M Poko,4.398475,18.518786
IBE,Ibague,Colombia,Perales,4.421608,-75.1333
AXM,Armenia,Colombia,El Eden,4.452775,-75.766447
KTE,Kerteh,Malaysia,Kerteh,4.537222,103.426756
SNV,Santa Elena,Guatemala,Santa Elena Airport,4.554722,-61.144922
IPH,Ipoh,Malaysia,Sultan Azlan Shah,4.567972,101.092194
ORJ,Orinduik,Guyana,Orinduik Airport,4.7,-60.016667
BOG,Bogota,Colombia,Eldorado Intl,4.701594,-74.146947
SPY,San Pedro,Ivory Coast,San Pedro,4.746717,-6.660817
CRC,Cartago,Colombia,Santa Ana Airport,4.758181,-75.955753
LMN,Limbang,Malaysia,Limbang,4.808303,115.010439
PEI,Pereira,Colombia,Matecana,4.812675,-75.739519
CAY,Cayenne,French Guyana,Rochambeau,4.819808,-52.360447
LWY,Lawas,Malaysia,Lawas Airport,4.84917,115.408
JUB,Juba,Sudan,Juba,4.872006,31.601117
TKD,Takoradi,Ghana,Takoradi,4.896056,-1.774756
BWN,Bandar Seri Begwan,Brunei Darussalam,Brunei Intl,4.9442,114.928353
CBQ,Calabar,Nigeria,Calabar,4.976019,8.347197
PHC,Port Harcourt,Nigeria,Port Harcourt Intl,5.015494,6.949594
MZL,Manizales,Colombia,La Nubia,5.029597,-75.464708
LDU,Lahad Datu,Malaysia,Lahad Datu,5.032247,118.324036
SGS,Sanga Sanga,Philippines,Sanga Sanga Airport,5.04699,119.743
COG,Condoto,Colombia,Mandinga Airport,5.071667,-76.676389
KIA,Kaiapit,Papua New Guinea,Kaieteur International Airport,5.163333,-59.483333
KAI,Kaieteur,Guyana,Kaieteur,5.167,-59.483
LSW,Lhokseumawe,Indonesia,Malikus Saleh Airport,5.226681,96.950342
ABJ,Abidjan,Ivory Coast,Abidjan Felix Houphouet Boigny Intl,5.261386,-3.926294
MHA,Mahdia,Guyana,Mahdia Airport,5.266667,-59.15
PEN,Penang,Malaysia,Penang Intl,5.297139,100.276864
LBU,Labuan,Malaysia,Labuan,5.300683,115.250181
EYP,El Yopal,Colombia,El Alcaraván Airport,5.319114,-72.383975
KSA,Kosrae Island,Micronesia,Kosrae,5.356975,162.958386
TGG,Kuala Terengganu,Malaysia,Sultan Mahmud,5.382639,103.10336
TMG,Tomanggong,Malaysia,Tomanggong Airport,5.4,118.65
PBM,Zandery (Paramaribo),Suriname,Johan A Pengel Intl,5.452831,-55.187783
LDX,St. Laurent du Maroni,French Guyana,Saint-Laurent-du-Maroni Airport,5.483056,-54.034444
ABN,Albina,Suriname,Albina Airstrip,5.516667,-54.05
BTJ,Banda Aceh (Kuturaja),Indonesia,Sultan Iskandarmuda,5.523522,95.420372
BFX,Bafoussem,Cameroon,Bafoussam,5.536919,10.354583
ACC,Accra,Ghana,Kotoka Intl,5.605186,-0.166786
PYH,Puerto Ayacucho,Venezuela,Casique Aramare,5.619992,-67.606103
NDK,Namorik,Marshall Islands,Namorik Atoll Airport,5.63167,168.125
